LIMIT_BAL,AGE,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
30698,50,1,1,0,-1,-1,1,2,-1,28382,9420,20956,13745,17589,18750,6136,4248,0,6753,5546,4948,0
61781,30,1,2,-1,0,0,0,-1,3,27433,45793,47097,16693,6629,50154,16941,11317,0,6500,3787,12543,0
10021,46,2,2,-1,-1,0,0,-1,0,0,1539,3467,6871,4099,10021,0,661,0,2932,1233,0,0
10903,67,3,2,-1,-1,0,4,3,4,1171,7970,4719,0,9891,3796,0,2353,2142,0,14,1317,1
29795,22,2,1,2,-1,-1,0,0,-1,17136,10001,26238,10669,11622,7367,2619,5098,0,3978,3382,1359,1
18831,61,2,2,-1,5,-1,0,-1,0,0,3769,1936,7574,9510,4855,0,2670,731,606,4862,1901,0
114683,47,2,1,0,0,-1,0,-1,0,24132,58669,22198,16639,10645,27445,5396,11569,3267,1536,4019,3288,0
49282,59,2,2,0,0,0,-1,-1,0,20489,16573,20842,39781,34063,16180,3230,0,13729,6925,0,0,0
108889,56,1,2,0,0,0,-1,-1,0,74150,16981,18112,69390,45991,32995,18432,4222,3479,45098,16364,5823,0
99757,44,1,2,-1,-1,0,-1,0,-1,25567,66863,31002,15126,46392,50927,477,5067,12546,0,34917,12388,0
41547,37,2,2,-1,5,0,6,0,6,18464,2305,14550,17094,25999,10508,2038,889,1980,663,14124,2543,0
108066,54,2,1,0,-1,6,3,-1,-1,24121,9927,65783,30673,62300,24842,8824,0,1892,5207,16163,15028,0
98537,28,1,2,-1,0,0,-1,-1,-1,47820,75360,29869,21007,8177,24185,21536,0,8872,4556,0,984,0
53196,52,1,2,3,-1,2,2,0,0,23937,11412,29239,29310,30551,13506,16405,2887,3389,13884,8679,5280,0
17842,26,1,1,-1,0,0,0,0,-1,11195,11102,10358,6284,6544,2677,3422,5155,1566,0,792,1552,0
104088,56,1,2,0,0,0,0,0,-1,21234,34936,34078,64005,47792,56232,6993,335,5028,6757,14095,20170,0
17871,54,2,2,0,-1,-1,-1,0,0,10402,8029,12004,5771,9753,7137,5817,1244,2797,1864,2723,135,0
66451,25,2,2,4,0,0,-1,-1,-1,23079,22443,36241,16279,44632,18108,1074,0,0,1384,23962,5786,1
52214,61,2,2,0,0,0,-1,-1,0,7117,20669,21920,16305,13843,24296,876,780,5158,2475,0,5033,0
23113,43,1,1,-1,-1,0,0,-1,-1,7943,3155,9595,7476,7932,10422,1177,262,3426,482,1536,1893,0
84388,63,1,2,-1,0,0,0,0,-1,45060,35216,25160,19845,46206,21543,20288,18970,18090,2857,25954,9874,0
39989,23,3,1,-1,-1,1,2,-1,0,14916,9735,6778,11145,11202,33924,314,0,1969,928,4842,3519,0
57294,30,2,2,0,-1,0,0,-1,6,35471,30432,32721,31705,37996,45026,17329,24896,9854,10222,23244,0,0
77193,47,1,1,-1,1,2,-1,-1,0,35249,1527,32028,15544,22564,25845,6022,103,0,1733,12345,0,0
40723,31,1,2,0,0,0,2,6,3,26606,11582,23367,26053,22178,18808,13218,864,0,4896,3585,0,0
78691,38,2,1,-1,-1,-1,0,0,0,27729,53810,31590,47075,2378,29530,13571,23490,0,1588,80,939,0
28279,56,2,1,-1,0,0,-1,0,-1,19763,17901,12155,13378,5125,10843,2109,6283,730,0,1718,3532,1
14525,28,3,1,0,0,0,0,0,0,13031,0,1164,3053,12458,9120,8058,0,326,191,0,0,0
84095,57,2,2,4,0,4,0,-1,0,39611,41307,47123,40076,60202,58082,9013,1317,3699,0,9305,3523,1
103688,26,2,1,-1,4,5,0,0,-1,57542,46585,26017,34014,46277,42566,15307,15330,0,13821,11625,656,0
79615,30,2,1,-1,0,-1,0,-1,0,33815,42361,21019,13095,20453,57385,6931,13986,2433,0,3724,3234,0
58146,52,1,1,-1,-1,-1,-1,0,0,22613,32767,21514,36295,21557,36587,4932,0,943,11138,15621,2722,0
10388,63,2,1,-1,2,-1,0,0,-1,5259,635,2050,6501,8231,8898,0,152,71,0,3048,668,0
160388,30,2,2,-1,-1,0,0,-1,0,13579,60219,45996,57419,21888,6106,1909,13664,7603,957,9150,319,0
14362,37,1,2,-1,1,-1,0,-1,0,4850,0,0,1746,2032,8787,1561,0,0,689,753,3498,0
54839,70,3,1,0,4,0,1,3,-1,22851,28038,20908,23400,25585,33617,9308,10293,1855,0,12488,16439,0
265186,74,2,1,0,0,0,0,0,-1,201412,224852,82767,230583,147247,72543,0,66831,11719,52639,20895,18604,0
77346,52,1,1,-1,0,0,-1,0,0,24043,59720,205,8615,51108,35727,2211,12385,0,1753,27786,0,0
86634,45,1,1,0,0,0,-1,-1,0,10255,34388,57809,39633,35248,32706,2482,1189,19023,3394,7510,9557,0
46480,39,3,1,-1,-1,4,-1,0,0,37816,17791,16920,8339,28473,26083,24533,3729,0,4216,7968,765,0
40209,54,3,1,0,-1,1,6,1,0,25623,15276,13576,29494,27480,19329,0,9501,1934,8740,11435,2694,0
321415,52,2,1,0,0,0,0,-1,0,41833,55752,181145,51953,74389,90346,2474,2661,66101,15629,13118,13517,0
17479,36,3,1,0,-1,2,2,0,1,4365,9089,12146,2564,4586,1810,799,1164,3773,10,600,98,0
15809,22,3,2,-1,0,-1,-1,0,6,5139,5524,7333,7884,1993,10936,333,2402,784,416,1144,0,0
26405,29,3,1,0,0,-1,0,-1,2,9305,2631,5765,18314,12564,10512,1627,1403,2275,5179,4386,4881,0
138135,72,3,2,-1,-1,-1,-1,6,4,37894,23334,75072,13582,12411,97153,15265,3728,43176,1809,6522,39614,0
30899,43,2,2,-1,-1,-1,0,5,-1,6238,8969,7685,10698,15529,13294,1148,5540,2550,851,5249,2223,0
69164,47,2,2,0,-1,-1,0,0,-1,34918,29285,31690,23523,22720,37615,2497,0,13677,1831,12292,11268,0
115474,46,2,1,-1,0,0,-1,-1,0,26304,57156,30839,22280,15791,18967,907,22180,9591,8939,629,0,0
91417,63,2,2,-1,0,-1,-1,-1,-1,23954,9439,32903,9861,31585,69175,4174,980,2384,3545,385,0,0
154961,24,1,2,0,0,-1,-1,0,-1,118706,74376,106151,16335,80121,32342,17242,33571,33600,2672,0,2051,0
152419,25,2,2,0,0,0,0,0,0,22327,16761,38443,54291,55902,20091,239,0,3874,4064,2616,553,0
43910,35,3,2,0,4,6,5,0,0,4703,29128,19515,11400,27363,8159,895,0,932,2262,5184,2527,1
47611,47,1,1,0,-1,2,-1,0,0,24042,23821,32315,11012,19912,20990,7584,825,9429,2732,0,7579,0
38603,57,4,2,-1,-1,3,2,-1,-1,5440,14904,7432,27319,28691,13766,485,1880,867,3398,2163,0,0
37374,47,2,2,6,-1,0,0,-1,0,16626,29340,14915,17508,15271,31778,4786,10804,7388,6956,6376,4034,1
515923,44,1,1,6,4,-1,0,-1,0,440476,22953,410715,352944,181526,331099,26209,7307,24922,155263,15142,169226,0
44817,71,1,1,-1,-1,0,2,-1,-1,20917,18496,27269,26571,12220,26120,4663,5889,790,1783,0,4302,1
72150,29,2,2,-1,4,-1,-1,-1,0,13594,51410,35869,18428,32905,33293,3561,15270,8785,5382,0,9623,0
14754,51,2,1,-1,-1,-1,-1,-1,0,7683,12468,8767,2968,8485,2066,403,0,125,1096,1475,104,0
76322,50,1,2,-1,6,-1,0,0,-1,16126,13505,39343,43324,14362,33117,4365,7102,0,0,2360,6462,0
38961,46,2,1,0,1,0,0,5,-1,3193,31277,15518,28676,17806,14742,347,8076,2307,6968,7262,7091,0
117832,64,1,2,2,0,0,-1,0,-1,85367,39555,78401,12880,47889,62942,3503,20760,28029,2307,0,35663,1
85939,35,2,1,0,0,-1,0,-1,-1,6977,74229,46443,32059,47086,12191,351,21304,11172,7734,6775,3089,0
106609,72,3,2,0,-1,-1,0,3,0,16874,40383,62789,8077,55823,77533,0,0,939,1465,24971,8752,0
142922,38,2,2,0,0,0,-1,0,-1,60260,58552,74385,76103,39315,53954,11008,17962,16351,10624,22092,13855,0
46488,50,2,2,0,0,0,-1,0,-1,22457,13424,4200,15955,34652,13662,3783,7279,1790,4426,5812,4077,0
23028,49,2,1,0,-1,4,0,0,-1,7806,4107,6985,5801,8862,9555,2155,2691,1632,811,0,1575,0
17705,66,4,1,6,5,0,-1,0,-1,2191,7375,9310,2541,10581,13144,541,3063,1032,710,1101,6878,1
87436,44,1,1,0,-1,0,0,-1,-1,4166,3841,10398,37657,35400,74594,1420,576,1536,10511,11529,10230,0
77862,36,1,1,-1,0,0,0,0,-1,20689,48345,17730,4559,12707,39157,1658,15822,1054,1247,3852,13577,0
84357,22,1,3,0,-1,0,-1,-1,0,17497,36715,19147,26744,48255,50361,0,0,8498,2917,22101,0,0
31949,40,2,1,0,0,-1,0,0,-1,8052,5447,21759,6659,17719,22887,1968,0,6932,4338,4841,6603,0
154784,65,2,1,0,0,0,0,1,-1,97503,36513,43501,42025,128190,34167,42878,8280,10121,8592,632,7881,0
15090,21,2,2,-1,-1,0,1,6,0,2932,4232,8851,7902,11611,3950,387,1184,5256,3050,2739,570,0
42791,69,1,1,0,-1,5,0,-1,0,17077,30177,23330,23680,0,15089,0,9665,2004,7295,0,1950,0
28992,50,1,1,4,-1,0,2,0,-1,15253,13443,20758,2014,1130,6899,849,0,7155,707,228,2760,1
41473,28,2,2,0,-1,-1,4,-1,-1,22412,6173,8967,30373,20922,29652,1575,516,1790,1109,602,3289,0
93020,37,4,1,6,-1,-1,2,5,0,1391,51580,13574,48382,65484,23058,0,17636,6680,19542,16317,6095,1
54517,50,1,2,-1,0,-1,0,0,-1,24816,24099,25221,2915,26590,45085,2355,947,12698,172,8921,0,0
74432,38,1,2,-1,0,0,-1,-1,5,29938,25329,30063,28525,59010,16531,11406,0,13350,13743,16225,4145,0
116758,26,1,1,0,-1,-1,0,0,5,51627,26222,89877,61771,18381,65288,16331,7323,52761,11758,5279,19068,0
37486,56,2,2,-1,1,0,-1,3,-1,21125,8494,7906,14315,4399,18149,1984,142,2100,7727,0,2634,0
93206,57,1,2,0,0,-1,-1,6,0,36756,31460,44650,35041,46134,70888,10145,14622,29715,1291,23659,15372,0
83874,27,1,1,0,-1,-1,-1,0,0,15934,26045,43303,47415,16539,35543,2133,6637,0,2838,3540,14565,0
19837,36,2,2,-1,0,0,0,0,-1,13625,6918,14002,17398,15289,8202,5158,651,7277,4445,1749,1761,0
47335,34,1,1,-1,-1,4,0,0,0,14160,13910,25919,25736,1407,12337,0,2319,12928,7341,1048,0,0
65099,56,2,2,0,0,0,0,-1,0,21063,18491,54283,33156,40205,22691,1387,4250,15338,15798,5855,5520,0
191420,60,1,2,5,0,6,4,2,0,134496,78799,65596,90403,103443,127221,73464,0,41824,23310,12070,18338,1
95638,60,3,1,4,2,0,0,0,-1,59760,35458,22894,8577,39743,58382,31424,6117,2987,350,12307,25255,1
262075,71,2,2,0,-1,-1,0,-1,-1,80390,122135,186474,116796,165199,167356,0,24196,0,19944,61376,44975,0
101198,62,1,1,0,-1,0,0,0,0,18595,42676,26756,63942,40236,60346,3833,5607,8123,21002,7665,12335,0
49306,38,1,2,-1,0,-1,0,-1,-1,21615,25997,19363,32957,27474,26230,12273,5792,6041,3335,7360,9513,0
46575,26,2,2,3,-1,-1,-1,-1,-1,3366,31353,20214,8238,14694,8845,1612,0,2145,2349,3275,3640,1
31329,54,3,1,-1,-1,-1,-1,-1,-1,0,21943,1792,21250,17843,24835,0,0,112,5487,9090,21650,0
49521,70,1,1,-1,0,-1,-1,-1,1,2121,20489,24626,16512,26603,2120,583,8075,6490,2129,16274,698,0
93231,73,1,2,0,4,2,3,0,-1,65280,26897,37997,65823,20315,20440,0,9192,4190,13373,1258,0,0
96767,33,1,1,5,4,-1,-1,-1,-1,28366,78562,58594,39862,65101,36558,5661,10839,21239,11704,0,4440,1
19167,33,2,1,0,-1,0,-1,0,0,1986,13086,11608,2752,3005,0,676,1613,1044,54,482,0,0
81949,23,3,1,2,2,-1,6,5,0,14764,38249,4245,47919,38480,18471,3313,23768,1665,14502,11756,8359,1
11277,28,2,2,-1,-1,-1,0,-1,2,4193,0,4901,3664,826,3215,360,0,1484,1653,204,721,0
57439,50,1,1,-1,-1,0,-1,0,0,26447,14707,22237,51127,31303,26128,7497,0,410,11475,10865,0,0
122940,50,2,2,-1,-1,0,0,0,0,6331,31048,13546,11176,88434,96191,1135,1188,5708,4497,48184,71149,0
79691,41,2,2,-1,-1,0,0,0,0,43473,13099,24418,18527,65353,44494,0,3067,5816,3649,5083,7179,0
51580,37,1,1,0,0,5,4,0,0,0,14937,11865,27658,28563,25682,0,356,1572,0,6466,14189,0
331549,65,1,2,2,1,-1,0,-1,0,167399,47740,253491,140155,140111,281356,55684,12858,90659,30679,43349,121933,0
34473,45,2,1,-1,-1,0,-1,0,0,895,5925,3929,12628,11536,21223,242,240,2307,0,2537,0,0
10000,64,2,1,0,-1,0,-1,0,-1,5380,4748,5286,3668,7014,5193,1636,1056,860,39,0,1064,0
70417,73,2,2,-1,-1,0,-1,3,5,44954,17381,42912,4697,6807,27949,5481,8906,3222,770,666,3752,0
11815,38,2,1,0,-1,-1,-1,-1,0,8217,10036,5690,6986,4605,3701,1950,1290,0,1771,354,1309,1
17644,31,3,2,0,0,-1,3,1,4,2718,6538,8520,5571,550,14468,744,1857,1501,2034,181,5032,1
112946,72,1,2,-1,0,0,0,3,-1,29067,28388,24587,75987,40092,41485,16574,4740,1153,25727,12232,4663,0
47466,55,1,1,-1,-1,-1,-1,0,-1,15921,973,36272,22594,7943,12769,1499,120,13565,5057,625,0,0
109202,36,1,2,0,0,-1,-1,0,0,68563,43603,35452,3735,49848,29675,9772,17514,12989,978,8319,12764,0
13586,54,3,2,-1,-1,0,1,4,0,2553,2738,0,2168,1895,4769,408,411,0,596,194,715,0
97419,48,2,1,-1,-1,0,-1,0,0,59655,54631,11470,21218,9482,59531,7614,3650,3213,3921,2199,20836,0
17742,69,1,2,-1,-1,0,0,-1,0,14040,8531,5388,10068,8233,11055,0,4837,363,2115,2443,4057,0
197082,34,1,2,-1,0,-1,0,-1,2,70709,109755,14542,114414,146321,43071,8029,39420,1912,0,15099,9471,0
33513,74,2,1,0,-1,-1,-1,-1,0,0,10965,6809,12010,13108,13041,0,5482,611,5566,6091,3500,0
166862,71,2,1,0,-1,0,-1,0,-1,80800,42239,86988,71158,73160,87119,11889,0,36831,23771,15077,0,0
25023,30,2,2,0,0,-1,-1,-1,-1,13893,12670,18285,4024,5856,4239,2542,9144,0,2931,0,369,0
320066,29,1,1,-1,-1,0,0,-1,-1,224836,89311,202801,146359,74437,21042,0,20870,141352,0,11253,7940,0
15949,49,3,1,2,0,-1,-1,1,-1,7887,6643,3337,10714,4601,6228,390,955,0,4377,3075,1494,1
11670,23,2,2,0,-1,0,-1,1,-1,6894,7064,3842,3643,3184,8338,963,3718,2636,1474,225,5494,1
50740,37,2,2,0,-1,-1,-1,0,0,3203,14941,28850,19598,8072,20590,0,7396,944,2835,4305,0,0
131556,44,2,2,0,0,-1,-1,-1,0,49222,65118,55457,29732,46498,41890,13017,23264,7925,7423,11124,2549,0
64599,73,3,1,1,6,3,0,0,2,23588,21445,9036,30563,8155,15574,5709,10074,1115,3557,5703,11985,1
87003,74,3,1,5,0,-1,0,-1,-1,19714,6339,56026,66116,22521,12263,7731,0,9424,6959,4058,0,1
93752,29,2,1,0,-1,-1,0,0,-1,82447,13424,60989,41994,25864,45450,0,0,23468,10630,7303,7644,0
25432,69,2,1,3,4,-1,-1,0,-1,13522,16081,4915,13528,1566,11433,5959,0,1634,8351,227,2857,0
90502,25,2,2,-1,0,-1,-1,0,-1,52408,47525,32152,41487,19120,30740,13023,31677,0,13492,6300,7377,0
52800,61,2,1,4,-1,0,0,0,-1,17853,15341,22002,25568,22749,10695,5054,1068,6146,14919,2413,849,1
27783,66,2,2,1,2,2,1,0,-1,2771,4392,7667,9035,4045,5740,773,134,0,1169,558,1431,1
79217,69,1,2,0,-1,0,-1,0,0,12376,55194,53742,45495,46065,9211,1307,40967,8278,4058,7494,0,0
65605,33,1,2,1,0,0,6,2,-1,9380,27047,6240,30424,51993,11239,1687,5627,4592,14675,0,0,0
106523,69,3,2,0,2,-1,3,1,6,53157,22344,68183,20871,68982,48592,29672,0,0,7061,0,11545,0
22729,27,3,2,0,5,6,0,-1,4,12795,3969,9353,12047,16345,12282,2311,0,2669,3244,3820,6024,0
21895,49,3,2,5,3,2,-1,-1,-1,12757,3349,9927,7336,11908,9662,446,999,6532,0,1725,155,1
28031,46,2,2,0,0,0,0,0,0,15121,15087,2234,6007,10338,5498,6911,3015,0,410,6384,1617,0
223569,38,2,2,-1,0,0,4,6,4,57018,51884,155477,174152,96884,169979,2981,118,35926,49338,0,0,0
20520,22,3,1,0,-1,0,0,0,0,10669,12236,11284,17434,15351,0,2984,5301,2449,26,3963,0,0
193676,62,1,1,-1,-1,-1,-1,0,0,68617,55210,27400,84761,78117,32844,18300,8293,7216,50992,14264,3333,0
30072,39,1,2,0,0,0,-1,0,0,2551,3126,13522,19000,9480,3853,448,315,1914,6592,3866,1908,0
51463,56,4,1,4,0,-1,0,0,-1,42799,29350,28987,28241,23342,16729,10242,11940,1582,12235,8947,2688,1
84666,43,1,2,0,0,0,-1,1,0,21779,11806,35528,17172,11670,16644,4009,5054,19656,8577,1812,0,0
131491,41,2,1,-1,0,-1,1,3,-1,46969,4175,50067,103157,49204,78256,2749,0,16703,18255,10792,24535,0
117090,68,2,2,-1,0,-1,-1,0,0,39844,26683,30057,43331,18094,81779,132,9977,13350,22845,6051,26015,0
52339,26,2,1,4,0,-1,0,-1,-1,18643,36662,16600,8940,31996,22607,7272,11818,8334,986,0,6531,1
44659,60,1,2,-1,-1,0,0,0,-1,9222,9666,11841,10092,10006,19871,1519,1708,6713,3480,4153,4381,0
179866,61,2,1,-1,3,0,4,5,2,73510,16676,81926,86899,34172,42485,7743,0,4042,6094,5429,6466,0
41229,41,1,1,-1,0,-1,3,0,3,9645,6555,12401,7223,20469,28460,3129,1336,0,2647,6818,13554,0
10000,35,3,2,-1,0,3,1,6,5,2124,9719,6780,3773,778,8523,239,5060,2422,0,177,3039,0
15515,21,1,1,-1,-1,-1,-1,-1,-1,6117,11074,7467,15374,2922,1865,0,2763,2958,0,454,272,0
13466,71,2,1,-1,0,0,0,-1,-1,1187,4277,3462,11356,7506,4413,89,0,176,4969,2171,708,0
78948,72,2,2,2,6,2,-1,0,0,22502,2701,45791,45839,17709,16635,3467,180,10893,18079,5396,0,0
403546,34,1,2,-1,-1,-1,-1,-1,0,242182,138492,61754,165621,244102,181755,108347,12264,4610,0,35166,70681,0
13420,22,1,1,2,2,-1,0,4,-1,234,0,2130,13168,2757,6218,90,0,0,5015,328,175,1
26211,27,2,2,0,6,-1,0,0,-1,5262,21021,5723,16825,1868,23785,839,0,1280,3388,0,4081,0
73695,24,1,1,-1,-1,3,-1,0,-1,17968,48796,21348,19969,44239,61572,5423,19597,1971,3111,10320,7976,0
236304,65,1,1,-1,-1,0,-1,0,0,77143,42889,170870,141565,71131,24838,15764,0,103212,67600,0,6863,0
26098,69,2,2,3,0,2,0,0,-1,5163,6930,15245,13913,17335,22526,0,355,2815,5647,2554,6431,1
55048,29,3,1,-1,-1,-1,2,0,0,31598,28984,40243,22216,11887,38520,16888,0,0,4616,3011,14196,0
40131,61,2,2,-1,0,-1,0,-1,-1,18990,2682,30829,5862,12478,1716,5889,397,7175,800,3871,230,0
394640,30,2,1,4,-1,-1,-1,-1,-1,207735,288504,55796,122604,167138,209078,19506,68586,20088,63334,36916,17284,0
38520,40,3,2,6,-1,0,-1,5,-1,3869,21744,14439,13455,13715,26221,1167,5464,5284,3587,1205,6273,1
65156,53,2,2,-1,-1,-1,-1,-1,-1,10457,24298,28981,4468,47921,60685,4974,0,475,1100,11428,9545,0
52438,59,2,1,-1,0,2,-1,0,-1,32127,30828,14052,11332,3517,26488,5320,10994,39,6704,1462,6509,1
35180,68,2,2,-1,6,6,0,0,0,10221,1294,26303,15908,10737,17562,2267,801,7548,4181,1809,1246,1
146732,23,1,2,-1,0,4,-1,-1,-1,55014,100943,62204,93301,26550,72486,0,33669,2100,18142,3744,0,1
27153,31,1,1,0,-1,0,0,-1,1,15906,583,4086,18511,9123,18242,1175,406,1343,3825,0,3688,0
10000,36,2,2,0,-1,-1,-1,0,-1,4285,8741,6087,1712,5238,2641,1035,1185,0,94,803,666,0
60859,37,1,1,-1,-1,0,0,0,-1,26155,33053,12045,27222,21195,42167,3296,2129,3589,0,0,3953,0
94131,74,2,1,1,-1,-1,-1,0,-1,28637,52357,72359,11322,77724,32961,0,0,13284,0,0,1262,0
43124,62,1,1,0,-1,-1,-1,0,-1,16847,20190,7936,22724,19699,11582,11173,3983,794,6892,5911,347,0
56908,38,2,1,0,0,0,0,0,-1,39648,8487,31109,11520,2348,29379,0,3225,8970,1343,0,11494,0
25846,73,1,2,-1,-1,0,-1,0,-1,6160,12534,5405,5045,10804,6167,2627,4216,316,990,3471,1770,0
114706,47,2,2,0,-1,-1,0,0,-1,80677,53808,63174,27153,15525,63100,20891,25660,16863,4743,2580,27546,0
82580,48,2,2,-1,-1,-1,-1,0,0,13682,28432,35535,39776,19733,20652,2869,10644,0,20515,0,9496,0
49800,44,2,1,-1,0,-1,-1,0,0,12485,21379,11513,40284,23824,18574,4415,825,0,11357,0,1106,0
78547,28,1,1,-1,0,1,2,6,-1,15697,20084,43352,24159,26819,40954,0,5044,9525,712,0,3878,0
22507,71,1,1,4,-1,-1,0,0,0,14452,2213,9735,12043,7487,4429,0,314,0,3093,3639,934,1
16661,21,2,1,-1,5,0,-1,-1,0,13798,12683,9885,847,7790,7499,6291,3912,5376,2,2561,1374,0
62247,30,1,2,-1,5,1,0,-1,0,25841,29369,13085,13322,14643,36956,2403,1646,2073,8902,0,1797,0
73938,33,2,2,0,0,0,0,-1,-1,6999,60993,61988,62459,35583,5028,1667,13427,0,12981,13737,2578,0
107793,36,1,2,0,3,1,1,-1,-1,39944,51399,55324,61002,72032,61180,2801,9771,23782,4949,17652,27246,0
51334,28,1,2,0,0,0,0,-1,0,12887,13922,20686,36751,11636,29033,7962,3948,1965,5640,0,4509,0
88992,21,2,1,0,0,2,-1,0,0,13666,47273,41527,33652,52593,14705,3910,21879,6850,13815,5148,0,0
152761,57,2,1,-1,-1,-1,0,2,2,23958,85641,17657,43263,111337,92380,7017,19417,878,0,25506,5602,0
63929,73,1,1,0,-1,0,-1,0,-1,13902,10751,44072,16039,19348,23341,3909,5514,0,5939,0,5877,0
43960,27,3,2,4,6,3,0,4,5,30455,19198,9891,21426,15157,3856,3421,8007,2072,3207,0,2412,1
58115,37,1,1,-1,-1,-1,0,-1,-1,37951,33277,2247,41171,36547,26768,7658,0,0,18320,20686,0,0
44309,48,2,1,0,0,0,0,0,0,17017,14611,26930,25605,28229,20867,2292,4231,11332,12475,10904,6507,0
56142,71,2,2,0,0,0,-1,-1,0,41073,21883,3673,5529,30127,28022,7285,7286,2133,1212,3950,8995,0
191493,58,2,1,0,0,-1,-1,0,-1,49344,17327,108074,70737,15985,95636,12334,1844,0,18820,6204,25227,0
101948,62,2,2,0,0,-1,0,0,0,24080,39339,75733,13153,13516,32386,4400,6535,14242,1569,1005,15927,0
132802,52,1,1,0,0,-1,-1,-1,-1,19109,76072,62942,42439,49197,104752,1517,10503,10807,6224,4445,3882,0
23868,43,3,2,3,-1,-1,0,2,-1,14721,7497,6973,5156,15620,17651,7095,0,2380,891,0,11354,1
23895,31,2,1,0,-1,-1,0,-1,0,10413,5509,6521,4982,9578,9256,6321,3091,2905,0,2662,0,1
46861,67,3,2,6,1,6,-1,0,1,19656,22235,16249,24912,21199,27237,2049,5823,998,3248,4283,6013,1
132587,64,2,2,-1,-1,-1,0,-1,0,21380,52018,9085,31378,13612,67724,7366,468,3904,1403,0,0,0
136223,22,3,1,5,4,2,4,0,4,71601,84760,20064,28509,100822,47502,18277,26162,5094,3166,0,1812,1
10000,59,2,2,0,-1,-1,0,0,0,4288,5705,2869,2108,6089,703,339,0,410,387,3359,259,0
347010,25,2,2,-1,0,-1,0,0,0,19376,287202,157315,114636,104097,273705,3511,33470,52608,40137,0,17287,0
68431,60,2,2,-1,0,0,-1,-1,-1,41855,22600,4653,38158,49417,47348,2178,3764,0,19660,11593,13537,0
101432,65,2,2,-1,-1,0,-1,0,0,30431,61276,48382,51335,45760,26455,11226,7142,2945,17484,13564,3330,0
12186,28,2,2,1,2,-1,0,-1,-1,4897,2634,6110,7964,2838,5727,1765,541,447,1784,1468,1516,1
40557,44,2,1,3,0,-1,2,0,-1,19425,21658,17325,17589,19829,15594,5443,2380,0,5764,4300,1167,1
132554,27,1,1,0,0,-1,0,-1,6,99769,16205,107691,90800,57256,52618,3231,3484,21863,0,13481,9345,0
13406,51,3,1,1,2,4,5,-1,0,1677,3149,4984,11127,4859,7332,175,1672,2234,1000,1469,259,0
10000,71,1,2,4,3,-1,-1,-1,0,8474,7396,0,4526,5354,5383,0,0,0,1489,2634,1012,1
44879,25,3,2,0,-1,-1,-1,4,0,10805,17184,36536,12152,20674,17218,4329,801,5220,3071,11398,2489,0
65949,42,1,2,0,0,-1,-1,-1,0,33014,55507,35291,13563,11471,53631,13642,1276,7031,4964,0,12231,0
217410,73,1,1,0,-1,0,-1,0,0,89536,74205,119898,43659,163848,139871,22308,9597,16403,10304,62066,4212,0
43133,37,2,2,0,0,-1,0,4,-1,26947,26353,16628,14022,8405,26460,13702,7316,2789,2467,2576,10256,0
45735,28,2,2,0,0,-1,0,0,-1,25443,21290,2645,28069,19301,9158,0,3136,879,1173,2750,1564,0
85660,47,2,1,3,0,0,0,6,0,28623,38540,16365,21032,8908,26910,19321,10144,2846,6692,3588,11391,1
78444,48,3,2,6,5,-1,3,1,-1,7030,31416,4212,10677,56516,44549,258,9692,727,0,21170,8780,1
38928,56,1,1,6,5,-1,0,0,-1,26209,12712,6389,19423,15442,8021,11021,7417,1329,0,4350,0,0
73051,37,3,2,-1,0,5,0,2,1,17890,34906,16999,46848,33008,25460,0,1859,3689,20623,23325,9244,0
32293,72,2,2,-1,0,-1,-1,0,0,17880,15979,4257,8748,11198,10126,8007,0,1972,994,0,0,0
49673,49,2,2,-1,-1,0,-1,0,0,6461,11473,32919,36476,9951,4106,1613,0,11925,13416,0,1132,0
83835,36,2,1,0,0,-1,0,-1,0,40416,11513,35899,9821,27463,37016,3611,4146,7838,1877,2074,16933,0
134939,72,1,1,0,0,-1,0,-1,0,102677,54263,78851,64085,65718,28246,4851,11577,44289,11777,0,9737,0
63237,70,2,2,1,3,-1,6,0,0,33693,15894,9476,12692,39325,19414,0,2397,1613,430,4651,8018,1
20651,47,2,2,-1,-1,0,-1,2,-1,15276,11945,1911,6537,3679,3245,0,1890,256,1720,2286,115,1
15371,22,1,1,0,-1,0,0,0,0,5617,3505,11364,6844,1867,9325,3303,1307,2727,0,78,908,0
29524,53,3,1,-1,5,0,-1,0,0,7345,9986,12104,11240,21914,14150,411,0,3477,873,5198,2255,0
106620,50,2,2,-1,-1,1,-1,0,-1,51901,33216,31703,6159,28207,15275,18773,0,0,1052,0,2178,0
98344,29,1,2,0,0,0,0,-1,0,59988,26267,14959,50413,68750,10772,1611,16828,2960,21165,23708,5876,0
59493,55,2,1,-1,-1,-1,-1,-1,0,20294,24722,27134,12016,14531,21753,5618,3402,3176,6163,3994,7747,0
68244,66,1,1,0,0,0,0,-1,-1,21387,10123,28244,29199,35293,48418,0,1724,13204,7899,22528,14869,0
